person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
20,97777.0,OWN,6.0,VENTURE,E,1169.0,18.11,0.01,N,27.0,0
49,25285.0,MORTGAGE,9.0,MEDICAL,G,34376.0,18.61,1.36,N,19.0,0
23,17668.0,RENT,4.0,MEDICAL,G,33827.0,11.45,1.91,N,16.0,1
42,49070.0,MORTGAGE,5.0,MEDICAL,C,25376.0,10.07,0.52,N,4.0,1
54,48037.0,MORTGAGE,10.0,PERSONAL,A,14949.0,21.13,0.31,N,26.0,0
61,96029.0,MORTGAGE,4.0,VENTURE,D,30878.0,12.71,0.32,N,18.0,1
41,44820.0,OTHER,6.0,HOMEIMPROVEMENT,E,33457.0,19.77,0.75,Y,6.0,0
50,78602.0,MORTGAGE,,DEBTCONSOLIDATION,D,1008.0,17.79,0.01,Y,23.0,1
20,21902.0,OWN,8.0,VENTURE,F,22783.0,8.68,1.04,N,17.0,0
23,74849.0,MORTGAGE,10.0,PERSONAL,D,28752.0,8.5,0.38,N,29.0,1
38,73698.0,OTHER,,MEDICAL,G,10490.0,18.86,0.14,Y,11.0,0
49,73814.0,OTHER,6.0,HOMEIMPROVEMENT,E,7245.0,23.01,0.1,N,9.0,1
20,84585.0,MORTGAGE,2.0,MEDICAL,F,22652.0,21.91,0.27,N,25.0,0
38,21992.0,RENT,6.0,PERSONAL,B,29881.0,,1.36,N,19.0,1
40,88289.0,OWN,2.0,EDUCATION,G,33990.0,,0.38,N,20.0,1
41,99166.0,OWN,3.0,PERSONAL,E,23216.0,21.44,0.23,N,21.0,1
21,50540.0,RENT,5.0,MEDICAL,G,10468.0,21.19,0.21,N,16.0,0
25,89597.0,OWN,6.0,VENTURE,E,1378.0,7.83,0.02,N,13.0,0
40,72185.0,OTHER,7.0,VENTURE,G,23735.0,7.67,0.33,N,29.0,0
52,24512.0,OTHER,8.0,HOMEIMPROVEMENT,D,24403.0,10.19,1.0,N,3.0,0
38,48654.0,OWN,0.0,VENTURE,F,28070.0,19.26,0.58,N,24.0,0
46,36432.0,RENT,3.0,EDUCATION,A,24066.0,19.65,0.66,N,21.0,0
56,22419.0,OWN,2.0,DEBTCONSOLIDATION,D,23605.0,13.1,1.05,N,6.0,0
48,51736.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,25606.0,,0.49,N,15.0,0
47,91187.0,OTHER,5.0,MEDICAL,E,5024.0,8.56,0.06,N,7.0,0
53,38338.0,OTHER,7.0,VENTURE,D,25918.0,7.34,0.68,N,3.0,0
20,33929.0,MORTGAGE,10.0,VENTURE,D,34772.0,21.24,1.02,N,26.0,0
44,69807.0,OTHER,3.0,VENTURE,A,9707.0,17.92,0.14,Y,7.0,1
40,88167.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,3528.0,17.66,0.04,Y,26.0,0
53,62600.0,OTHER,0.0,VENTURE,B,9296.0,7.2,0.15,N,29.0,0
45,106740.0,RENT,10.0,PERSONAL,G,7449.0,19.3,0.07,N,11.0,0
55,50081.0,OTHER,10.0,MEDICAL,B,14331.0,11.55,0.29,N,9.0,0
54,109859.0,OWN,2.0,PERSONAL,B,11547.0,21.39,0.11,Y,14.0,0
42,97609.0,OWN,2.0,EDUCATION,D,27155.0,12.88,0.28,Y,22.0,1
36,62519.0,OWN,,HOMEIMPROVEMENT,C,3359.0,,0.05,N,22.0,0
61,59729.0,OWN,7.0,MEDICAL,F,5653.0,11.1,0.09,N,29.0,1
31,104552.0,RENT,7.0,VENTURE,C,25992.0,6.13,0.25,N,17.0,0
63,48284.0,OTHER,7.0,VENTURE,D,16135.0,19.9,0.33,N,29.0,0
39,61674.0,OWN,8.0,PERSONAL,D,31630.0,15.24,0.51,N,6.0,0
58,71964.0,OTHER,7.0,DEBTCONSOLIDATION,F,1573.0,16.92,0.02,N,11.0,0
46,48461.0,RENT,5.0,PERSONAL,B,23400.0,,0.48,N,7.0,0
61,89771.0,MORTGAGE,4.0,DEBTCONSOLIDATION,D,13485.0,14.03,0.15,N,17.0,0
56,75581.0,RENT,3.0,MEDICAL,E,21234.0,17.15,0.28,N,26.0,1
39,20126.0,OWN,2.0,MEDICAL,A,29763.0,14.69,1.48,N,27.0,0
30,48492.0,RENT,6.0,MEDICAL,A,2624.0,6.42,0.05,N,19.0,0
47,109284.0,OWN,8.0,EDUCATION,F,7880.0,13.43,0.07,N,9.0,1
21,31931.0,RENT,0.0,HOMEIMPROVEMENT,E,13840.0,10.36,0.43,N,17.0,0
43,78830.0,OWN,1.0,MEDICAL,G,7460.0,12.1,0.09,N,18.0,0
35,69414.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,25105.0,10.53,0.36,Y,19.0,0
31,67969.0,MORTGAGE,3.0,PERSONAL,G,22753.0,10.49,0.33,N,9.0,0
35,29938.0,OTHER,7.0,PERSONAL,G,30408.0,19.13,1.02,N,6.0,0
55,106461.0,OTHER,5.0,DEBTCONSOLIDATION,C,12949.0,9.91,0.12,Y,26.0,1
21,70993.0,RENT,0.0,MEDICAL,G,8872.0,23.21,0.12,N,20.0,0
44,17729.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,26127.0,22.36,1.47,N,4.0,1
48,112347.0,OWN,,DEBTCONSOLIDATION,C,26354.0,12.92,0.23,Y,24.0,1
47,85738.0,MORTGAGE,0.0,PERSONAL,C,12103.0,5.93,0.14,N,11.0,0
29,119089.0,MORTGAGE,7.0,VENTURE,E,7414.0,13.05,0.06,N,9.0,0
64,16951.0,MORTGAGE,0.0,MEDICAL,E,13707.0,11.72,0.81,N,9.0,1
42,92172.0,MORTGAGE,4.0,HOMEIMPROVEMENT,G,2369.0,8.55,0.03,N,6.0,0
51,32084.0,OWN,9.0,HOMEIMPROVEMENT,B,13575.0,17.93,0.42,N,19.0,0
50,117708.0,MORTGAGE,5.0,HOMEIMPROVEMENT,F,19195.0,9.39,0.16,N,20.0,0
38,16296.0,MORTGAGE,7.0,EDUCATION,E,12083.0,11.4,0.74,N,28.0,0
34,24026.0,RENT,3.0,EDUCATION,A,17399.0,15.76,0.72,N,22.0,1
52,65998.0,OTHER,2.0,VENTURE,A,10431.0,15.26,0.16,N,26.0,0
36,65026.0,OTHER,4.0,HOMEIMPROVEMENT,A,34709.0,13.01,0.53,N,21.0,0
55,68521.0,OTHER,10.0,DEBTCONSOLIDATION,F,29905.0,19.17,0.44,N,17.0,0
39,94122.0,OTHER,7.0,DEBTCONSOLIDATION,A,23688.0,11.39,0.25,N,22.0,1
28,29225.0,OWN,7.0,DEBTCONSOLIDATION,E,7269.0,21.16,0.25,N,3.0,0
57,43038.0,RENT,4.0,MEDICAL,F,12462.0,13.62,0.29,N,18.0,0
22,67905.0,RENT,8.0,DEBTCONSOLIDATION,C,8775.0,7.7,0.13,Y,3.0,0
21,105740.0,RENT,1.0,HOMEIMPROVEMENT,F,17370.0,9.99,0.16,N,28.0,1
37,95059.0,MORTGAGE,3.0,EDUCATION,A,26976.0,9.42,0.28,N,17.0,1
42,20371.0,MORTGAGE,0.0,EDUCATION,B,19343.0,21.8,0.95,N,17.0,0
38,117340.0,RENT,10.0,HOMEIMPROVEMENT,D,15096.0,14.5,0.13,N,17.0,0
26,103865.0,OWN,7.0,EDUCATION,C,26964.0,17.92,0.26,N,11.0,0
54,103965.0,OTHER,1.0,HOMEIMPROVEMENT,A,25432.0,21.21,0.24,Y,7.0,0
39,55275.0,OWN,7.0,HOMEIMPROVEMENT,E,1190.0,15.64,0.02,N,16.0,1
39,79159.0,RENT,7.0,DEBTCONSOLIDATION,G,5182.0,6.22,0.07,N,15.0,0
38,96914.0,OTHER,7.0,MEDICAL,C,3534.0,6.54,0.04,N,2.0,1
60,74476.0,OTHER,10.0,HOMEIMPROVEMENT,A,24799.0,8.32,0.33,N,28.0,0
35,73776.0,OTHER,5.0,EDUCATION,E,34862.0,11.66,0.47,N,9.0,0
57,19294.0,OWN,7.0,PERSONAL,B,8442.0,9.22,0.44,N,9.0,1
40,10750.0,RENT,3.0,EDUCATION,B,5414.0,6.77,0.5,N,7.0,0
48,34123.0,MORTGAGE,5.0,MEDICAL,D,13602.0,,0.4,N,29.0,0
63,118863.0,OTHER,10.0,EDUCATION,G,7638.0,21.25,0.06,Y,23.0,0
57,73974.0,OTHER,1.0,VENTURE,D,21081.0,18.52,0.28,N,26.0,0
64,83550.0,OTHER,6.0,VENTURE,D,30636.0,15.41,0.37,N,8.0,0
43,52732.0,OTHER,,VENTURE,F,3741.0,19.38,0.07,N,12.0,0
56,104795.0,OTHER,0.0,EDUCATION,A,27228.0,11.25,0.26,N,7.0,0
48,61238.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,24504.0,21.88,0.4,Y,10.0,0
50,54230.0,OTHER,9.0,MEDICAL,G,4303.0,14.55,0.08,N,2.0,1
64,58046.0,OTHER,1.0,DEBTCONSOLIDATION,A,6498.0,14.65,0.11,Y,14.0,0
58,22392.0,MORTGAGE,6.0,MEDICAL,A,17734.0,11.68,0.79,N,19.0,0
31,64853.0,OWN,5.0,PERSONAL,B,34083.0,15.47,0.53,N,23.0,0
49,51466.0,RENT,1.0,HOMEIMPROVEMENT,B,30248.0,22.02,0.59,Y,28.0,1
23,108632.0,OWN,5.0,PERSONAL,D,22798.0,7.36,0.21,N,19.0,0
49,72423.0,OTHER,2.0,MEDICAL,G,1382.0,,0.02,Y,24.0,0
24,90179.0,OWN,0.0,EDUCATION,F,29664.0,16.29,0.33,Y,19.0,0
35,67565.0,MORTGAGE,8.0,VENTURE,C,4586.0,11.16,0.07,N,12.0,0
46,119199.0,OTHER,6.0,VENTURE,E,16180.0,18.73,0.14,Y,22.0,0
23,95807.0,OWN,8.0,HOMEIMPROVEMENT,G,31448.0,7.75,0.33,N,3.0,0
27,25386.0,RENT,,DEBTCONSOLIDATION,D,22769.0,17.66,0.9,Y,23.0,0
27,38822.0,OWN,9.0,EDUCATION,B,1711.0,13.07,0.04,N,16.0,1
36,114620.0,OTHER,3.0,DEBTCONSOLIDATION,D,21314.0,5.6,0.19,N,3.0,0
63,86498.0,OTHER,6.0,MEDICAL,F,27954.0,23.03,0.32,N,15.0,0
22,22131.0,OTHER,1.0,HOMEIMPROVEMENT,E,20070.0,11.48,0.91,N,23.0,0
46,68322.0,MORTGAGE,0.0,DEBTCONSOLIDATION,F,11519.0,14.0,0.17,N,7.0,0
53,45861.0,OTHER,7.0,PERSONAL,D,31615.0,6.75,0.69,N,22.0,0
64,82489.0,OWN,6.0,DEBTCONSOLIDATION,A,29132.0,16.2,0.35,N,28.0,0
40,103036.0,RENT,4.0,VENTURE,G,31941.0,,0.31,N,11.0,0
62,89392.0,OWN,9.0,PERSONAL,C,27187.0,14.25,0.3,N,21.0,0
43,92540.0,RENT,3.0,VENTURE,G,10472.0,11.27,0.11,N,25.0,1
63,62617.0,OTHER,1.0,MEDICAL,B,32786.0,8.77,0.52,N,4.0,0
60,48958.0,RENT,5.0,DEBTCONSOLIDATION,F,26559.0,,0.54,N,12.0,0
48,85359.0,MORTGAGE,4.0,HOMEIMPROVEMENT,F,33913.0,19.86,0.4,N,21.0,0
58,119902.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,30592.0,23.2,0.26,Y,13.0,0
25,64566.0,MORTGAGE,8.0,DEBTCONSOLIDATION,D,18233.0,8.93,0.28,N,15.0,0
33,107145.0,MORTGAGE,9.0,EDUCATION,D,7624.0,20.4,0.07,N,10.0,1
33,52797.0,MORTGAGE,1.0,HOMEIMPROVEMENT,G,20393.0,17.57,0.39,N,13.0,0
56,80471.0,RENT,4.0,EDUCATION,G,8311.0,11.89,0.1,Y,8.0,0
43,106050.0,RENT,2.0,PERSONAL,B,21331.0,13.38,0.2,N,3.0,0
32,85288.0,OTHER,4.0,VENTURE,G,7785.0,22.62,0.09,N,26.0,1
20,91806.0,RENT,4.0,MEDICAL,B,17264.0,12.43,0.19,Y,4.0,0
31,49481.0,RENT,4.0,EDUCATION,B,7482.0,18.61,0.15,Y,28.0,0
61,32458.0,OWN,7.0,VENTURE,C,2652.0,20.53,0.08,N,23.0,1
43,33065.0,OTHER,4.0,DEBTCONSOLIDATION,C,18310.0,16.04,0.55,N,2.0,0
56,116539.0,RENT,5.0,DEBTCONSOLIDATION,E,1296.0,16.12,0.01,N,25.0,0
39,104229.0,OTHER,0.0,VENTURE,E,17343.0,,0.17,N,6.0,0
25,91773.0,MORTGAGE,3.0,DEBTCONSOLIDATION,G,27528.0,22.22,0.3,N,12.0,0
31,38897.0,RENT,1.0,HOMEIMPROVEMENT,D,27118.0,21.51,0.7,N,7.0,1
40,71988.0,OWN,1.0,EDUCATION,A,25321.0,20.64,0.35,Y,6.0,0
22,30853.0,OWN,10.0,MEDICAL,E,33846.0,19.97,1.1,N,13.0,1
46,43795.0,MORTGAGE,0.0,EDUCATION,C,25949.0,16.43,0.59,Y,16.0,0
55,69070.0,OWN,5.0,DEBTCONSOLIDATION,G,32010.0,19.46,0.46,N,28.0,0
36,84560.0,OWN,2.0,MEDICAL,F,23489.0,18.17,0.28,N,23.0,0
34,87121.0,MORTGAGE,1.0,DEBTCONSOLIDATION,G,34268.0,22.19,0.39,N,18.0,1
58,89628.0,RENT,10.0,MEDICAL,F,19120.0,10.66,0.21,Y,5.0,0
23,69930.0,OWN,7.0,PERSONAL,C,17866.0,13.79,0.26,N,22.0,0
36,55427.0,OWN,4.0,DEBTCONSOLIDATION,G,27199.0,13.79,0.49,N,11.0,0
57,17800.0,RENT,9.0,PERSONAL,D,19488.0,22.56,1.09,N,24.0,0
30,27772.0,MORTGAGE,10.0,EDUCATION,F,16596.0,20.21,0.6,N,10.0,0
31,60064.0,OWN,0.0,EDUCATION,C,5380.0,6.72,0.09,N,3.0,0
51,66791.0,OWN,0.0,EDUCATION,B,17518.0,11.51,0.26,N,2.0,0
46,83208.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,32516.0,9.46,0.39,N,13.0,0
63,48200.0,OWN,,VENTURE,A,19900.0,20.97,0.41,N,29.0,1
62,52229.0,RENT,,PERSONAL,A,15231.0,22.06,0.29,N,6.0,0
46,59909.0,OWN,2.0,PERSONAL,D,30842.0,9.78,0.51,N,21.0,0
59,101900.0,OWN,1.0,PERSONAL,D,24245.0,5.51,0.24,N,20.0,1
63,83579.0,OWN,1.0,HOMEIMPROVEMENT,B,25714.0,18.4,0.31,N,24.0,1
48,80728.0,RENT,4.0,DEBTCONSOLIDATION,B,34088.0,11.76,0.42,N,28.0,1
28,94753.0,RENT,6.0,PERSONAL,C,24215.0,17.75,0.26,N,9.0,0
62,115999.0,OTHER,0.0,PERSONAL,G,26854.0,16.37,0.23,N,8.0,1
22,111365.0,OWN,0.0,PERSONAL,C,2217.0,5.59,0.02,N,3.0,0
58,61239.0,RENT,1.0,DEBTCONSOLIDATION,F,32795.0,16.68,0.54,N,6.0,0
48,74567.0,OWN,1.0,DEBTCONSOLIDATION,C,14834.0,17.29,0.2,N,5.0,0
40,115332.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,29624.0,5.44,0.26,N,8.0,1
54,102904.0,MORTGAGE,,VENTURE,G,29689.0,21.27,0.29,N,23.0,0
29,55621.0,OWN,10.0,PERSONAL,C,16361.0,,0.29,N,26.0,0
42,95163.0,MORTGAGE,8.0,HOMEIMPROVEMENT,F,29425.0,22.66,0.31,N,28.0,0
58,55357.0,RENT,,VENTURE,G,23964.0,19.49,0.43,N,24.0,0
44,59055.0,OWN,9.0,PERSONAL,E,33231.0,9.08,0.56,N,28.0,0
43,83193.0,OWN,6.0,PERSONAL,D,17558.0,16.49,0.21,N,17.0,0
39,44492.0,OWN,9.0,EDUCATION,F,8212.0,5.85,0.18,N,25.0,0
34,74449.0,OTHER,10.0,HOMEIMPROVEMENT,A,870.0,,0.01,N,12.0,1
40,19125.0,OTHER,6.0,EDUCATION,C,7598.0,16.48,0.4,N,12.0,1
61,43322.0,OTHER,,VENTURE,A,34840.0,5.84,0.8,N,27.0,1
31,34579.0,OWN,5.0,DEBTCONSOLIDATION,G,12359.0,11.66,0.36,N,29.0,0
37,44052.0,OWN,5.0,VENTURE,D,7213.0,19.08,0.16,N,14.0,1
42,22260.0,OTHER,5.0,EDUCATION,E,34067.0,,1.53,N,4.0,0
60,96896.0,MORTGAGE,,MEDICAL,A,11504.0,5.62,0.12,Y,22.0,0
48,91465.0,RENT,1.0,DEBTCONSOLIDATION,D,8790.0,10.38,0.1,N,10.0,0
60,39081.0,MORTGAGE,9.0,MEDICAL,A,8688.0,8.2,0.22,Y,20.0,0
55,106520.0,OTHER,6.0,DEBTCONSOLIDATION,D,2946.0,21.27,0.03,Y,5.0,0
24,16158.0,RENT,3.0,EDUCATION,E,27860.0,6.28,1.72,N,4.0,0
58,34663.0,OTHER,10.0,MEDICAL,B,19119.0,22.55,0.55,Y,21.0,0
45,65255.0,RENT,1.0,HOMEIMPROVEMENT,B,26503.0,20.79,0.41,N,27.0,1
58,22386.0,RENT,,MEDICAL,C,906.0,20.07,0.04,N,25.0,0
30,31487.0,RENT,8.0,HOMEIMPROVEMENT,C,24149.0,5.42,0.77,N,19.0,0
61,101752.0,OTHER,6.0,PERSONAL,G,23533.0,6.27,0.23,N,16.0,0
30,10216.0,OTHER,5.0,MEDICAL,A,16137.0,20.33,1.58,Y,20.0,0
37,114857.0,RENT,4.0,PERSONAL,F,34870.0,14.25,0.3,N,18.0,0
31,51150.0,OWN,9.0,EDUCATION,F,717.0,20.7,0.01,N,25.0,0
35,39910.0,OWN,10.0,MEDICAL,C,28160.0,19.31,0.71,N,9.0,0
46,113016.0,OWN,2.0,PERSONAL,D,6426.0,17.08,0.06,N,23.0,0
55,82730.0,OWN,0.0,MEDICAL,C,12128.0,7.02,0.15,N,14.0,1
36,43973.0,MORTGAGE,4.0,EDUCATION,F,16734.0,19.67,0.38,N,7.0,0
40,45410.0,MORTGAGE,3.0,MEDICAL,G,10902.0,7.2,0.24,N,22.0,0
56,119726.0,OWN,8.0,HOMEIMPROVEMENT,C,7339.0,19.63,0.06,N,14.0,0
50,32757.0,OTHER,5.0,MEDICAL,C,22540.0,5.91,0.69,N,6.0,0
64,70650.0,OWN,6.0,HOMEIMPROVEMENT,G,1379.0,13.63,0.02,N,18.0,0
54,37423.0,RENT,10.0,VENTURE,F,25248.0,19.45,0.67,N,6.0,0
46,88353.0,RENT,2.0,VENTURE,B,10092.0,5.77,0.11,Y,11.0,0
42,111659.0,OTHER,6.0,HOMEIMPROVEMENT,D,19541.0,15.58,0.18,N,14.0,1
51,38742.0,RENT,8.0,PERSONAL,F,1786.0,22.47,0.05,N,8.0,0
36,110468.0,OWN,8.0,MEDICAL,D,24037.0,17.93,0.22,N,16.0,0
30,42867.0,OWN,10.0,MEDICAL,E,4126.0,21.18,0.1,N,26.0,0
20,26983.0,OTHER,8.0,MEDICAL,B,22983.0,7.5,0.85,N,24.0,0
47,35435.0,OTHER,0.0,MEDICAL,G,8769.0,12.97,0.25,Y,13.0,0
37,32168.0,OTHER,0.0,VENTURE,D,11965.0,16.09,0.37,N,12.0,0
60,81974.0,MORTGAGE,10.0,MEDICAL,B,27548.0,6.78,0.34,N,20.0,0
39,105212.0,RENT,1.0,PERSONAL,G,23946.0,6.99,0.23,N,10.0,0
26,54851.0,RENT,10.0,MEDICAL,D,1392.0,11.9,0.03,N,11.0,0
56,37257.0,MORTGAGE,7.0,VENTURE,B,34386.0,,0.92,Y,28.0,0
35,114146.0,RENT,7.0,PERSONAL,D,22311.0,14.73,0.2,Y,10.0,0
58,91475.0,OTHER,0.0,VENTURE,B,17396.0,12.55,0.19,Y,21.0,0
64,33564.0,RENT,10.0,HOMEIMPROVEMENT,G,13794.0,19.9,0.41,N,27.0,0
64,53200.0,OWN,5.0,HOMEIMPROVEMENT,A,6084.0,6.96,0.11,N,16.0,1
42,50510.0,MORTGAGE,,PERSONAL,E,4889.0,14.83,0.1,N,22.0,0
51,46678.0,MORTGAGE,9.0,PERSONAL,A,13015.0,16.07,0.28,N,12.0,0
36,21773.0,RENT,2.0,MEDICAL,A,14669.0,15.58,0.67,N,24.0,0
38,117672.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,23116.0,8.96,0.2,N,29.0,0
61,23334.0,RENT,4.0,VENTURE,B,1819.0,21.43,0.08,Y,19.0,0
53,38701.0,RENT,1.0,PERSONAL,G,14294.0,12.43,0.37,N,4.0,1
33,87168.0,OWN,5.0,PERSONAL,B,34993.0,22.22,0.4,N,6.0,1
22,97740.0,OWN,3.0,VENTURE,B,3320.0,8.71,0.03,Y,20.0,0
58,89468.0,RENT,,VENTURE,E,12340.0,10.0,0.14,N,8.0,0
44,58528.0,MORTGAGE,7.0,EDUCATION,F,3808.0,8.24,0.07,N,16.0,0
30,11376.0,MORTGAGE,0.0,VENTURE,F,25021.0,22.74,2.2,N,16.0,0
34,100683.0,OWN,,DEBTCONSOLIDATION,E,31975.0,,0.32,N,24.0,0
38,87889.0,RENT,6.0,DEBTCONSOLIDATION,F,16340.0,13.66,0.19,N,18.0,0
62,69557.0,RENT,9.0,DEBTCONSOLIDATION,B,17610.0,13.73,0.25,N,4.0,0
34,21916.0,OWN,5.0,EDUCATION,E,11728.0,12.56,0.54,N,21.0,0
34,96579.0,RENT,,EDUCATION,C,30309.0,17.09,0.31,N,5.0,0
57,116675.0,OWN,8.0,HOMEIMPROVEMENT,G,16219.0,19.92,0.14,N,7.0,0
34,106799.0,RENT,3.0,HOMEIMPROVEMENT,F,1556.0,,0.01,Y,27.0,1
28,76261.0,MORTGAGE,5.0,EDUCATION,D,26835.0,7.8,0.35,N,16.0,0
24,72216.0,OWN,6.0,PERSONAL,D,25965.0,9.84,0.36,N,5.0,0
38,60192.0,RENT,7.0,HOMEIMPROVEMENT,F,29869.0,23.01,0.5,N,7.0,0
43,81805.0,RENT,9.0,MEDICAL,A,28281.0,,0.35,Y,24.0,0
48,59233.0,OWN,6.0,EDUCATION,D,33339.0,6.83,0.56,Y,18.0,1
24,70455.0,OTHER,6.0,HOMEIMPROVEMENT,B,17620.0,20.45,0.25,N,28.0,0
41,64887.0,OTHER,5.0,MEDICAL,G,25367.0,22.34,0.39,N,23.0,0
32,107498.0,RENT,5.0,MEDICAL,D,18168.0,16.41,0.17,N,25.0,0
48,53978.0,RENT,0.0,MEDICAL,D,30356.0,17.6,0.56,N,12.0,1
35,93125.0,RENT,8.0,DEBTCONSOLIDATION,F,3766.0,15.77,0.04,N,6.0,0
55,104079.0,OTHER,7.0,EDUCATION,E,6739.0,10.49,0.06,N,21.0,0
36,57541.0,OWN,8.0,HOMEIMPROVEMENT,C,6786.0,6.22,0.12,N,8.0,0
39,42411.0,OTHER,10.0,VENTURE,G,21839.0,6.89,0.51,Y,13.0,0
33,105921.0,MORTGAGE,0.0,VENTURE,F,13730.0,21.32,0.13,N,25.0,0
25,16673.0,OTHER,5.0,HOMEIMPROVEMENT,E,20377.0,13.69,1.22,N,22.0,0
41,32156.0,OTHER,5.0,DEBTCONSOLIDATION,B,22221.0,5.49,0.69,N,3.0,1
59,39856.0,RENT,,PERSONAL,E,9092.0,,0.23,N,21.0,0
28,89758.0,OWN,8.0,HOMEIMPROVEMENT,G,28171.0,14.33,0.31,Y,7.0,0
51,48910.0,OWN,1.0,PERSONAL,G,21553.0,7.19,0.44,N,6.0,0
43,45749.0,OTHER,0.0,EDUCATION,B,8126.0,16.97,0.18,N,22.0,0
52,70125.0,RENT,1.0,VENTURE,C,31815.0,,0.45,Y,28.0,0
32,38421.0,OWN,5.0,HOMEIMPROVEMENT,G,3015.0,22.34,0.08,Y,22.0,0
54,55612.0,RENT,6.0,MEDICAL,F,6958.0,19.45,0.13,N,29.0,0
25,97226.0,OTHER,6.0,EDUCATION,A,7083.0,7.14,0.07,N,2.0,0
59,107633.0,OWN,2.0,PERSONAL,G,28277.0,12.15,0.26,N,28.0,0
49,111750.0,MORTGAGE,3.0,EDUCATION,A,20344.0,17.85,0.18,N,13.0,0
57,101602.0,OTHER,2.0,VENTURE,C,10965.0,16.3,0.11,N,18.0,0
35,110592.0,OTHER,10.0,MEDICAL,D,30660.0,14.6,0.28,N,18.0,0
20,32240.0,MORTGAGE,8.0,MEDICAL,C,3660.0,20.92,0.11,N,14.0,0
61,61533.0,OTHER,2.0,PERSONAL,G,4781.0,21.4,0.08,N,19.0,0
37,83775.0,MORTGAGE,,PERSONAL,B,3340.0,5.72,0.04,N,21.0,0
41,14008.0,MORTGAGE,9.0,DEBTCONSOLIDATION,G,1754.0,9.16,0.13,Y,5.0,0
45,91490.0,OTHER,5.0,VENTURE,E,32206.0,13.76,0.35,N,29.0,0
33,115575.0,MORTGAGE,5.0,HOMEIMPROVEMENT,G,30333.0,8.2,0.26,N,29.0,0
56,35038.0,MORTGAGE,4.0,PERSONAL,F,17135.0,11.8,0.49,N,8.0,1
33,15193.0,OTHER,4.0,VENTURE,C,18627.0,13.07,1.23,N,5.0,0
45,83270.0,OTHER,10.0,DEBTCONSOLIDATION,E,15347.0,12.46,0.18,N,27.0,0
55,61516.0,MORTGAGE,7.0,EDUCATION,B,13140.0,15.64,0.21,N,28.0,0
42,34305.0,RENT,8.0,DEBTCONSOLIDATION,D,32149.0,,0.94,N,2.0,0
21,69763.0,OTHER,7.0,VENTURE,B,13515.0,15.68,0.19,N,2.0,0
58,111844.0,OTHER,7.0,PERSONAL,F,34124.0,19.58,0.31,N,10.0,0
26,106075.0,RENT,10.0,DEBTCONSOLIDATION,E,22734.0,21.49,0.21,N,15.0,0
58,51993.0,OTHER,9.0,MEDICAL,E,20139.0,19.15,0.39,N,20.0,0
64,100699.0,RENT,2.0,VENTURE,C,3314.0,9.35,0.03,N,27.0,0
41,50193.0,OWN,5.0,PERSONAL,E,10501.0,20.66,0.21,N,26.0,0
47,48520.0,OTHER,8.0,EDUCATION,G,7559.0,18.38,0.16,N,3.0,0
57,33360.0,OTHER,4.0,PERSONAL,D,11607.0,22.39,0.35,N,27.0,0
39,45542.0,OWN,3.0,VENTURE,B,33103.0,19.95,0.73,N,3.0,1
37,43243.0,OTHER,8.0,HOMEIMPROVEMENT,E,8359.0,10.27,0.19,N,8.0,0
43,96260.0,MORTGAGE,4.0,MEDICAL,C,26257.0,,0.27,N,24.0,0
52,20931.0,MORTGAGE,5.0,PERSONAL,F,18168.0,11.77,0.87,N,6.0,0
64,30967.0,OWN,10.0,PERSONAL,D,20538.0,7.62,0.66,N,2.0,0
45,103012.0,MORTGAGE,10.0,VENTURE,G,25754.0,13.06,0.25,N,13.0,1
38,73275.0,OWN,10.0,VENTURE,A,9627.0,16.99,0.13,Y,17.0,1
61,118321.0,MORTGAGE,6.0,MEDICAL,G,34166.0,13.33,0.29,N,4.0,0
32,72536.0,OTHER,7.0,PERSONAL,G,32847.0,15.66,0.45,Y,24.0,0
29,67040.0,MORTGAGE,2.0,MEDICAL,B,21784.0,15.58,0.32,Y,9.0,0
33,104960.0,OTHER,0.0,HOMEIMPROVEMENT,D,14647.0,13.99,0.14,N,21.0,1
28,15023.0,MORTGAGE,9.0,VENTURE,B,17655.0,16.07,1.18,Y,16.0,0
30,105236.0,OWN,10.0,MEDICAL,G,12087.0,10.61,0.11,N,26.0,0
22,113885.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10143.0,23.08,0.09,N,17.0,0
59,113789.0,OTHER,8.0,VENTURE,B,22605.0,13.08,0.2,Y,28.0,1
31,111870.0,OWN,8.0,EDUCATION,A,31292.0,19.61,0.28,N,14.0,0
54,98280.0,MORTGAGE,3.0,MEDICAL,G,28736.0,19.41,0.29,N,24.0,0
58,93268.0,RENT,2.0,PERSONAL,G,5799.0,12.05,0.06,N,24.0,1
